信号,调制方式,信号带宽,载波频率,信号功率,信噪比,干扰,干扰方式,干扰带宽,干扰频率,干扰功率,误码率
信号2,6,2000,40,17.47354424,5,干扰363,0,400,40.4,1.97354424,0.0032
信号2,6,2000,40,17.47354424,5,干扰364,0,400,40.4,1.47354424,0.0019
信号2,6,2000,40,17.47354424,5,干扰365,0,400,40.4,0.97354424,0.0017
信号2,6,2000,40,17.47354424,5,干扰366,0,400,40.4,0.47354424,0.0006
信号2,6,2000,40,17.47354424,5,干扰367,0,400,40.4,-0.02645576,0.0004
信号2,6,2000,40,17.47354424,5,干扰368,0,400,40.4,-0.52645576,0.0001
信号2,6,2000,40,17.47354424,5,干扰369,0,400,40.4,-1.02645576,0
信号2,6,2000,40,17.47354424,5,干扰370,0,400,40.4,-1.52645576,0
信号2,6,2000,40,17.47354424,5,干扰371,0,400,40.4,-2.02645576,0
信号2,6,2000,40,17.47354424,5,干扰372,0,400,40.4,-2.52645576,0
信号2,6,2000,40,17.47354424,5,干扰373,0,400,40.5,12.47354424,0.3401
信号2,6,2000,40,17.47354424,5,干扰374,0,400,40.5,11.97354424,0.3199
信号2,6,2000,40,17.47354424,5,干扰375,0,400,40.5,11.47354424,0.279
信号2,6,2000,40,17.47354424,5,干扰376,0,400,40.5,10.97354424,0.2454
信号2,6,2000,40,17.47354424,5,干扰377,0,400,40.5,10.47354424,0.2174
信号2,6,2000,40,17.47354424,5,干扰378,0,400,40.5,9.97354424,0.1893
信号2,6,2000,40,17.47354424,5,干扰379,0,400,40.5,9.47354424,0.1548
信号2,6,2000,40,17.47354424,5,干扰380,0,400,40.5,8.97354424,0.1284
信号2,6,2000,40,17.47354424,5,干扰381,0,400,40.5,8.47354424,0.105
信号2,6,2000,40,17.47354424,5,干扰382,0,400,40.5,7.97354424,0.0804
信号2,6,2000,40,17.47354424,5,干扰383,0,400,40.5,7.47354424,0.0641
信号2,6,2000,40,17.47354424,5,干扰384,0,400,40.5,6.97354424,0.0546
信号2,6,2000,40,17.47354424,5,干扰385,0,400,40.5,6.47354424,0.0403
信号2,6,2000,40,17.47354424,5,干扰386,0,400,40.5,5.97354424,0.0292
信号2,6,2000,40,17.47354424,5,干扰387,0,400,40.5,5.47354424,0.0177
信号2,6,2000,40,17.47354424,5,干扰388,0,400,40.5,4.97354424,0.0125
信号2,6,2000,40,17.47354424,5,干扰389,0,400,40.5,4.47354424,0.009
信号2,6,2000,40,17.47354424,5,干扰390,0,400,40.5,3.97354424,0.0058
信号2,6,2000,40,17.47354424,5,干扰391,0,400,40.5,3.47354424,0.0043
信号2,6,2000,40,17.47354424,5,干扰392,0,400,40.5,2.97354424,0.0025
信号2,6,2000,40,17.47354424,5,干扰393,0,400,40.5,2.47354424,0.0006
信号2,6,2000,40,17.47354424,5,干扰394,0,400,40.5,1.97354424,0.0002
信号2,6,2000,40,17.47354424,5,干扰395,0,400,40.5,1.47354424,0.0003
信号2,6,2000,40,17.47354424,5,干扰396,0,400,40.5,0.97354424,0.0002
信号2,6,2000,40,17.47354424,5,干扰397,0,400,40.5,0.47354424,0.0001
信号2,6,2000,40,17.47354424,5,干扰398,0,400,40.5,-0.02645576,0
信号2,6,2000,40,17.47354424,5,干扰399,0,400,40.5,-0.52645576,0
信号2,6,2000,40,17.47354424,5,干扰400,0,400,40.5,-1.02645576,0
信号2,6,2000,40,17.47354424,5,干扰401,0,400,40.5,-1.52645576,0
信号2,6,2000,40,17.47354424,5,干扰402,0,400,40.5,-2.02645576,0
信号2,6,2000,40,17.47354424,5,干扰403,0,400,40.5,-2.52645576,0
信号2,6,2000,40,17.47354424,5,干扰404,0,400,40.6,12.47354424,0.1817
信号2,6,2000,40,17.47354424,5,干扰405,0,400,40.6,11.97354424,0.1494
信号2,6,2000,40,17.47354424,5,干扰406,0,400,40.6,11.47354424,0.1259
信号2,6,2000,40,17.47354424,5,干扰407,0,400,40.6,10.97354424,0.1014
信号2,6,2000,40,17.47354424,5,干扰408,0,400,40.6,10.47354424,0.0799
信号2,6,2000,40,17.47354424,5,干扰409,0,400,40.6,9.97354424,0.0612
信号2,6,2000,40,17.47354424,5,干扰410,0,400,40.6,9.47354424,0.0476
信号2,6,2000,40,17.47354424,5,干扰411,0,400,40.6,8.97354424,0.0314
信号2,6,2000,40,17.47354424,5,干扰412,0,400,40.6,8.47354424,0.0267
信号2,6,2000,40,17.47354424,5,干扰413,0,400,40.6,7.97354424,0.0145
信号2,6,2000,40,17.47354424,5,干扰414,0,400,40.6,7.47354424,0.0085
信号2,6,2000,40,17.47354424,5,干扰415,0,400,40.6,6.97354424,0.0057
信号2,6,2000,40,17.47354424,5,干扰416,0,400,40.6,6.47354424,0.0042
信号2,6,2000,40,17.47354424,5,干扰417,0,400,40.6,5.97354424,0.0018
信号2,6,2000,40,17.47354424,5,干扰418,0,400,40.6,5.47354424,0.0024
信号2,6,2000,40,17.47354424,5,干扰419,0,400,40.6,4.97354424,0.0008
信号2,6,2000,40,17.47354424,5,干扰420,0,400,40.6,4.47354424,0.0004
信号2,6,2000,40,17.47354424,5,干扰421,0,400,40.6,3.97354424,0.0002
信号2,6,2000,40,17.47354424,5,干扰422,0,400,40.6,3.47354424,0
信号2,6,2000,40,17.47354424,5,干扰423,0,400,40.6,2.97354424,0
信号2,6,2000,40,17.47354424,5,干扰424,0,400,40.6,2.47354424,0.0001
信号2,6,2000,40,17.47354424,5,干扰425,0,400,40.6,1.97354424,0
信号2,6,2000,40,17.47354424,5,干扰426,0,400,40.6,1.47354424,0
信号2,6,2000,40,17.47354424,5,干扰427,0,400,40.6,0.97354424,0
信号2,6,2000,40,17.47354424,5,干扰428,0,400,40.6,0.47354424,0
信号2,6,2000,40,17.47354424,5,干扰429,0,400,40.6,-0.02645576,0
信号2,6,2000,40,17.47354424,5,干扰430,0,400,40.6,-0.52645576,0
信号2,6,2000,40,17.47354424,5,干扰431,0,400,40.6,-1.02645576,0
信号2,6,2000,40,17.47354424,5,干扰432,0,400,40.6,-1.52645576,0
信号2,6,2000,40,17.47354424,5,干扰433,0,400,40.6,-2.02645576,0
信号2,6,2000,40,17.47354424,5,干扰434,0,400,40.6,-2.52645576,0
信号2,6,2000,40,17.47354424,5,干扰435,0,400,40.7,12.47354424,0.0256
信号2,6,2000,40,17.47354424,5,干扰436,0,400,40.7,11.97354424,0.0138
信号2,6,2000,40,17.47354424,5,干扰437,0,400,40.7,11.47354424,0.0098
信号2,6,2000,40,17.47354424,5,干扰438,0,400,40.7,10.97354424,0.0074
信号2,6,2000,40,17.47354424,5,干扰439,0,400,40.7,10.47354424,0.0031
信号2,6,2000,40,17.47354424,5,干扰440,0,400,40.7,9.97354424,0.0012
信号2,6,2000,40,17.47354424,5,干扰441,0,400,40.7,9.47354424,0.001
信号2,6,2000,40,17.47354424,5,干扰442,0,400,40.7,8.97354424,0.0006
信号2,6,2000,40,17.47354424,5,干扰443,0,400,40.7,8.47354424,0.0003
信号2,6,2000,40,17.47354424,5,干扰444,0,400,40.7,7.97354424,0.0002
信号2,6,2000,40,17.47354424,5,干扰445,0,400,40.7,7.47354424,0
信号2,6,2000,40,17.47354424,5,干扰446,0,400,40.7,6.97354424,0
信号2,6,2000,40,17.47354424,5,干扰447,0,400,40.7,6.47354424,0
信号2,6,2000,40,17.47354424,5,干扰448,0,400,40.7,5.97354424,0
信号2,6,2000,40,17.47354424,5,干扰449,0,400,40.7,5.47354424,0
信号2,6,2000,40,17.47354424,5,干扰450,0,400,40.7,4.97354424,0
信号2,6,2000,40,17.47354424,5,干扰451,0,400,40.7,4.47354424,0
信号2,6,2000,40,17.47354424,5,干扰452,0,400,40.7,3.97354424,0
信号2,6,2000,40,17.47354424,5,干扰453,0,400,40.7,3.47354424,0
信号2,6,2000,40,17.47354424,5,干扰454,0,400,40.7,2.97354424,0
信号2,6,2000,40,17.47354424,5,干扰455,0,400,40.7,2.47354424,0
信号2,6,2000,40,17.47354424,5,干扰456,0,400,40.7,1.97354424,0
信号2,6,2000,40,17.47354424,5,干扰457,0,400,40.7,1.47354424,0
信号2,6,2000,40,17.47354424,5,干扰458,0,400,40.7,0.97354424,0
信号2,6,2000,40,17.47354424,5,干扰459,0,400,40.7,0.47354424,0
信号2,6,2000,40,17.47354424,5,干扰460,0,400,40.7,-0.02645576,0
信号2,6,2000,40,17.47354424,5,干扰461,0,400,40.7,-0.52645576,0
信号2,6,2000,40,17.47354424,5,干扰462,0,400,40.7,-1.02645576,0
信号2,6,2000,40,17.47354424,5,干扰463,0,400,40.7,-1.52645576,0
信号2,6,2000,40,17.47354424,5,干扰464,0,400,40.7,-2.02645576,0
信号2,6,2000,40,17.47354424,5,干扰465,0,400,40.7,-2.52645576,0
信号3,6,2000,40,17.93918052,5,干扰466,1,2000,39.3,12.93918052,0.2741
信号3,6,2000,40,17.93918052,5,干扰467,1,2000,39.3,12.43918052,0.2472
信号3,6,2000,40,17.93918052,5,干扰468,1,2000,39.3,11.93918052,0.2201
信号3,6,2000,40,17.93918052,5,干扰469,1,2000,39.3,11.43918052,0.1892
信号3,6,2000,40,17.93918052,5,干扰470,1,2000,39.3,10.93918052,0.159
信号3,6,2000,40,17.93918052,5,干扰471,1,2000,39.3,10.43918052,0.1253
信号3,6,2000,40,17.93918052,5,干扰472,1,2000,39.3,9.939180519,0.1073
信号3,6,2000,40,17.93918052,5,干扰473,1,2000,39.3,9.439180519,0.0843
信号3,6,2000,40,17.93918052,5,干扰474,1,2000,39.3,8.939180519,0.0656
信号3,6,2000,40,17.93918052,5,干扰475,1,2000,39.3,8.439180519,0.0473
信号3,6,2000,40,17.93918052,5,干扰476,1,2000,39.3,7.939180519,0.0371
信号3,6,2000,40,17.93918052,5,干扰477,1,2000,39.3,7.439180519,0.0263
信号3,6,2000,40,17.93918052,5,干扰478,1,2000,39.3,6.939180519,0.0184
信号3,6,2000,40,17.93918052,5,干扰479,1,2000,39.3,6.439180519,0.0128
信号3,6,2000,40,17.93918052,5,干扰480,1,2000,39.3,5.939180519,0.0091
信号3,6,2000,40,17.93918052,5,干扰481,1,2000,39.3,5.439180519,0.0045
信号3,6,2000,40,17.93918052,5,干扰482,1,2000,39.3,4.939180519,0.0031
信号3,6,2000,40,17.93918052,5,干扰483,1,2000,39.3,4.439180519,0.0015
信号3,6,2000,40,17.93918052,5,干扰484,1,2000,39.3,3.939180519,0.0009
信号3,6,2000,40,17.93918052,5,干扰485,1,2000,39.3,3.439180519,0.0008
信号3,6,2000,40,17.93918052,5,干扰486,1,2000,39.3,2.939180519,0.0003
信号3,6,2000,40,17.93918052,5,干扰487,1,2000,39.3,2.439180519,0.0002
信号3,6,2000,40,17.93918052,5,干扰488,1,2000,39.3,1.939180519,0.0002
信号3,6,2000,40,17.93918052,5,干扰489,1,2000,39.3,1.439180519,0
信号3,6,2000,40,17.93918052,5,干扰490,1,2000,39.3,0.939180519,0
信号3,6,2000,40,17.93918052,5,干扰491,1,2000,39.3,0.439180519,0
信号3,6,2000,40,17.93918052,5,干扰492,1,2000,39.3,-0.060819481,0
信号3,6,2000,40,17.93918052,5,干扰493,1,2000,39.3,-0.560819481,0
信号3,6,2000,40,17.93918052,5,干扰494,1,2000,39.3,-1.060819481,0
信号3,6,2000,40,17.93918052,5,干扰495,1,2000,39.3,-1.560819481,0
信号3,6,2000,40,17.93918052,5,干扰496,1,2000,39.3,-2.060819481,0
信号3,6,2000,40,17.93918052,5,干扰497,1,2000,39.4,12.93918052,0.2963
信号3,6,2000,40,17.93918052,5,干扰498,1,2000,39.4,12.43918052,0.2725
信号3,6,2000,40,17.93918052,5,干扰499,1,2000,39.4,11.93918052,0.2352
信号3,6,2000,40,17.93918052,5,干扰500,1,2000,39.4,11.43918052,0.2117
信号3,6,2000,40,17.93918052,5,干扰501,1,2000,39.4,10.93918052,0.1802
信号3,6,2000,40,17.93918052,5,干扰502,1,2000,39.4,10.43918052,0.1491
信号3,6,2000,40,17.93918052,5,干扰503,1,2000,39.4,9.939180519,0.1323
信号3,6,2000,40,17.93918052,5,干扰504,1,2000,39.4,9.439180519,0.107
信号3,6,2000,40,17.93918052,5,干扰505,1,2000,39.4,8.939180519,0.0824
信号3,6,2000,40,17.93918052,5,干扰506,1,2000,39.4,8.439180519,0.0629
信号3,6,2000,40,17.93918052,5,干扰507,1,2000,39.4,7.939180519,0.0469
信号3,6,2000,40,17.93918052,5,干扰508,1,2000,39.4,7.439180519,0.0373
信号3,6,2000,40,17.93918052,5,干扰509,1,2000,39.4,6.939180519,0.0289
信号3,6,2000,40,17.93918052,5,干扰510,1,2000,39.4,6.439180519,0.0185
信号3,6,2000,40,17.93918052,5,干扰511,1,2000,39.4,5.939180519,0.0123
信号3,6,2000,40,17.93918052,5,干扰512,1,2000,39.4,5.439180519,0.0077
信号3,6,2000,40,17.93918052,5,干扰513,1,2000,39.4,4.939180519,0.0051
信号3,6,2000,40,17.93918052,5,干扰514,1,2000,39.4,4.439180519,0.0026
信号3,6,2000,40,17.93918052,5,干扰515,1,2000,39.4,3.939180519,0.0017
信号3,6,2000,40,17.93918052,5,干扰516,1,2000,39.4,3.439180519,0.0012
信号3,6,2000,40,17.93918052,5,干扰517,1,2000,39.4,2.939180519,0.001
信号3,6,2000,40,17.93918052,5,干扰518,1,2000,39.4,2.439180519,0.0003
信号3,6,2000,40,17.93918052,5,干扰519,1,2000,39.4,1.939180519,0.0002
信号3,6,2000,40,17.93918052,5,干扰520,1,2000,39.4,1.439180519,0
信号3,6,2000,40,17.93918052,5,干扰521,1,2000,39.4,0.939180519,0
信号3,6,2000,40,17.93918052,5,干扰522,1,2000,39.4,0.439180519,0
信号3,6,2000,40,17.93918052,5,干扰523,1,2000,39.4,-0.060819481,0
信号3,6,2000,40,17.93918052,5,干扰524,1,2000,39.4,-0.560819481,0
信号3,6,2000,40,17.93918052,5,干扰525,1,2000,39.4,-1.060819481,0
信号3,6,2000,40,17.93918052,5,干扰526,1,2000,39.4,-1.560819481,0
信号3,6,2000,40,17.93918052,5,干扰527,1,2000,39.4,-2.060819481,0
信号3,6,2000,40,17.93918052,5,干扰528,1,2000,39.5,12.93918052,0.3278
信号3,6,2000,40,17.93918052,5,干扰529,1,2000,39.5,12.43918052,0.2923
信号3,6,2000,40,17.93918052,5,干扰530,1,2000,39.5,11.93918052,0.2633
信号3,6,2000,40,17.93918052,5,干扰531,1,2000,39.5,11.43918052,0.2294
信号3,6,2000,40,17.93918052,5,干扰532,1,2000,39.5,10.93918052,0.2032
信号3,6,2000,40,17.93918052,5,干扰533,1,2000,39.5,10.43918052,0.1717
信号3,6,2000,40,17.93918052,5,干扰534,1,2000,39.5,9.939180519,0.1439
信号3,6,2000,40,17.93918052,5,干扰535,1,2000,39.5,9.439180519,0.1204
信号3,6,2000,40,17.93918052,5,干扰536,1,2000,39.5,8.939180519,0.0985
信号3,6,2000,40,17.93918052,5,干扰537,1,2000,39.5,8.439180519,0.0724
信号3,6,2000,40,17.93918052,5,干扰538,1,2000,39.5,7.939180519,0.06
信号3,6,2000,40,17.93918052,5,干扰539,1,2000,39.5,7.439180519,0.0439
信号3,6,2000,40,17.93918052,5,干扰540,1,2000,39.5,6.939180519,0.0317
信号3,6,2000,40,17.93918052,5,干扰541,1,2000,39.5,6.439180519,0.0244
信号3,6,2000,40,17.93918052,5,干扰542,1,2000,39.5,5.939180519,0.0172
信号3,6,2000,40,17.93918052,5,干扰543,1,2000,39.5,5.439180519,0.0102
信号3,6,2000,40,17.93918052,5,干扰544,1,2000,39.5,4.939180519,0.0069
信号3,6,2000,40,17.93918052,5,干扰545,1,2000,39.5,4.439180519,0.0042
信号3,6,2000,40,17.93918052,5,干扰546,1,2000,39.5,3.939180519,0.0022
信号3,6,2000,40,17.93918052,5,干扰547,1,2000,39.5,3.439180519,0.0017
信号3,6,2000,40,17.93918052,5,干扰548,1,2000,39.5,2.939180519,0.001
信号3,6,2000,40,17.93918052,5,干扰549,1,2000,39.5,2.439180519,0.0003
信号3,6,2000,40,17.93918052,5,干扰550,1,2000,39.5,1.939180519,0.0002
信号3,6,2000,40,17.93918052,5,干扰551,1,2000,39.5,1.439180519,0
信号3,6,2000,40,17.93918052,5,干扰552,1,2000,39.5,0.939180519,0.0001
信号3,6,2000,40,17.93918052,5,干扰553,1,2000,39.5,0.439180519,0
信号3,6,2000,40,17.93918052,5,干扰554,1,2000,39.5,-0.060819481,0
信号3,6,2000,40,17.93918052,5,干扰555,1,2000,39.5,-0.560819481,0
信号3,6,2000,40,17.93918052,5,干扰556,1,2000,39.5,-1.060819481,0
信号3,6,2000,40,17.93918052,5,干扰557,1,2000,39.5,-1.560819481,0
信号3,6,2000,40,17.93918052,5,干扰558,1,2000,39.5,-2.060819481,0
信号3,6,2000,40,17.93918052,5,干扰559,1,2000,39.6,12.93918052,0.3464
信号3,6,2000,40,17.93918052,5,干扰560,1,2000,39.6,12.43918052,0.3145
信号3,6,2000,40,17.93918052,5,干扰561,1,2000,39.6,11.93918052,0.2747
信号3,6,2000,40,17.93918052,5,干扰562,1,2000,39.6,11.43918052,0.2378
信号3,6,2000,40,17.93918052,5,干扰563,1,2000,39.6,10.93918052,0.2178
信号3,6,2000,40,17.93918052,5,干扰564,1,2000,39.6,10.43918052,0.1825
信号3,6,2000,40,17.93918052,5,干扰565,1,2000,39.6,9.939180519,0.1577
信号3,6,2000,40,17.93918052,5,干扰566,1,2000,39.6,9.439180519,0.1297
信号3,6,2000,40,17.93918052,5,干扰567,1,2000,39.6,8.939180519,0.1043
信号3,6,2000,40,17.93918052,5,干扰568,1,2000,39.6,8.439180519,0.0811
信号3,6,2000,40,17.93918052,5,干扰569,1,2000,39.6,7.939180519,0.0624
信号3,6,2000,40,17.93918052,5,干扰570,1,2000,39.6,7.439180519,0.0481
信号3,6,2000,40,17.93918052,5,干扰571,1,2000,39.6,6.939180519,0.0343
信号3,6,2000,40,17.93918052,5,干扰572,1,2000,39.6,6.439180519,0.0248
信号3,6,2000,40,17.93918052,5,干扰573,1,2000,39.6,5.939180519,0.0204
信号3,6,2000,40,17.93918052,5,干扰574,1,2000,39.6,5.439180519,0.0128
信号3,6,2000,40,17.93918052,5,干扰575,1,2000,39.6,4.939180519,0.0083
信号3,6,2000,40,17.93918052,5,干扰576,1,2000,39.6,4.439180519,0.0057
信号3,6,2000,40,17.93918052,5,干扰577,1,2000,39.6,3.939180519,0.0027
信号3,6,2000,40,17.93918052,5,干扰578,1,2000,39.6,3.439180519,0.0013
信号3,6,2000,40,17.93918052,5,干扰579,1,2000,39.6,2.939180519,0.0005
信号3,6,2000,40,17.93918052,5,干扰580,1,2000,39.6,2.439180519,0.0002
信号3,6,2000,40,17.93918052,5,干扰581,1,2000,39.6,1.939180519,0.0001
信号3,6,2000,40,17.93918052,5,干扰582,1,2000,39.6,1.439180519,0.0001
信号3,6,2000,40,17.93918052,5,干扰583,1,2000,39.6,0.939180519,0
信号3,6,2000,40,17.93918052,5,干扰584,1,2000,39.6,0.439180519,0
信号3,6,2000,40,17.93918052,5,干扰585,1,2000,39.6,-0.060819481,0
信号3,6,2000,40,17.93918052,5,干扰586,1,2000,39.6,-0.560819481,0
信号3,6,2000,40,17.93918052,5,干扰587,1,2000,39.6,-1.060819481,0
信号3,6,2000,40,17.93918052,5,干扰588,1,2000,39.6,-1.560819481,0
信号3,6,2000,40,17.93918052,5,干扰589,1,2000,39.6,-2.060819481,0
信号3,6,2000,40,17.93918052,5,干扰590,1,2000,39.7,12.93918052,0.3365
信号3,6,2000,40,17.93918052,5,干扰591,1,2000,39.7,12.43918052,0.3099
信号3,6,2000,40,17.93918052,5,干扰592,1,2000,39.7,11.93918052,0.2725
信号3,6,2000,40,17.93918052,5,干扰593,1,2000,39.7,11.43918052,0.242
信号3,6,2000,40,17.93918052,5,干扰594,1,2000,39.7,10.93918052,0.2178
信号3,6,2000,40,17.93918052,5,干扰595,1,2000,39.7,10.43918052,0.1822
信号3,6,2000,40,17.93918052,5,干扰596,1,2000,39.7,9.939180519,0.158
信号3,6,2000,40,17.93918052,5,干扰597,1,2000,39.7,9.439180519,0.1262
信号3,6,2000,40,17.93918052,5,干扰598,1,2000,39.7,8.939180519,0.1088
信号3,6,2000,40,17.93918052,5,干扰599,1,2000,39.7,8.439180519,0.0806
信号3,6,2000,40,17.93918052,5,干扰600,1,2000,39.7,7.939180519,0.0656
信号3,6,2000,40,17.93918052,5,干扰601,1,2000,39.7,7.439180519,0.0524
信号3,6,2000,40,17.93918052,5,干扰602,1,2000,39.7,6.939180519,0.038
信号3,6,2000,40,17.93918052,5,干扰603,1,2000,39.7,6.439180519,0.0267
信号3,6,2000,40,17.93918052,5,干扰604,1,2000,39.7,5.939180519,0.0203
信号3,6,2000,40,17.93918052,5,干扰605,1,2000,39.7,5.439180519,0.015
信号3,6,2000,40,17.93918052,5,干扰606,1,2000,39.7,4.939180519,0.01
信号3,6,2000,40,17.93918052,5,干扰607,1,2000,39.7,4.439180519,0.0059
信号3,6,2000,40,17.93918052,5,干扰608,1,2000,39.7,3.939180519,0.0037
信号3,6,2000,40,17.93918052,5,干扰609,1,2000,39.7,3.439180519,0.0017
信号3,6,2000,40,17.93918052,5,干扰610,1,2000,39.7,2.939180519,0.0008
信号3,6,2000,40,17.93918052,5,干扰611,1,2000,39.7,2.439180519,0.0006
信号3,6,2000,40,17.93918052,5,干扰612,1,2000,39.7,1.939180519,0.0005
信号3,6,2000,40,17.93918052,5,干扰613,1,2000,39.7,1.439180519,0.0003
信号3,6,2000,40,17.93918052,5,干扰614,1,2000,39.7,0.939180519,0
信号3,6,2000,40,17.93918052,5,干扰615,1,2000,39.7,0.439180519,0.0001
信号3,6,2000,40,17.93918052,5,干扰616,1,2000,39.7,-0.060819481,0
信号3,6,2000,40,17.93918052,5,干扰617,1,2000,39.7,-0.560819481,0
信号3,6,2000,40,17.93918052,5,干扰618,1,2000,39.7,-1.060819481,0
信号3,6,2000,40,17.93918052,5,干扰619,1,2000,39.7,-1.560819481,0
信号3,6,2000,40,17.93918052,5,干扰620,1,2000,39.7,-2.060819481,0
信号3,6,2000,40,17.93918052,5,干扰621,1,2000,39.8,12.93918052,0.3496
信号3,6,2000,40,17.93918052,5,干扰622,1,2000,39.8,12.43918052,0.3141
信号3,6,2000,40,17.93918052,5,干扰623,1,2000,39.8,11.93918052,0.2773
信号3,6,2000,40,17.93918052,5,干扰624,1,2000,39.8,11.43918052,0.2438
信号3,6,2000,40,17.93918052,5,干扰625,1,2000,39.8,10.93918052,0.2187
信号3,6,2000,40,17.93918052,5,干扰626,1,2000,39.8,10.43918052,0.1826
信号3,6,2000,40,17.93918052,5,干扰627,1,2000,39.8,9.939180519,0.1559
信号3,6,2000,40,17.93918052,5,干扰628,1,2000,39.8,9.439180519,0.1275
信号3,6,2000,40,17.93918052,5,干扰629,1,2000,39.8,8.939180519,0.1054
信号3,6,2000,40,17.93918052,5,干扰630,1,2000,39.8,8.439180519,0.0767
信号3,6,2000,40,17.93918052,5,干扰631,1,2000,39.8,7.939180519,0.0643
信号3,6,2000,40,17.93918052,5,干扰632,1,2000,39.8,7.439180519,0.0503
信号3,6,2000,40,17.93918052,5,干扰633,1,2000,39.8,6.939180519,0.0365
信号3,6,2000,40,17.93918052,5,干扰634,1,2000,39.8,6.439180519,0.0288
信号3,6,2000,40,17.93918052,5,干扰635,1,2000,39.8,5.939180519,0.0199
信号3,6,2000,40,17.93918052,5,干扰636,1,2000,39.8,5.439180519,0.013
信号3,6,2000,40,17.93918052,5,干扰637,1,2000,39.8,4.939180519,0.0085
信号3,6,2000,40,17.93918052,5,干扰638,1,2000,39.8,4.439180519,0.0056
信号3,6,2000,40,17.93918052,5,干扰639,1,2000,39.8,3.939180519,0.0032
信号3,6,2000,40,17.93918052,5,干扰640,1,2000,39.8,3.439180519,0.0018
信号3,6,2000,40,17.93918052,5,干扰641,1,2000,39.8,2.939180519,0.0009
信号3,6,2000,40,17.93918052,5,干扰642,1,2000,39.8,2.439180519,0.0012
信号3,6,2000,40,17.93918052,5,干扰643,1,2000,39.8,1.939180519,0.0003
信号3,6,2000,40,17.93918052,5,干扰644,1,2000,39.8,1.439180519,0.0001
信号3,6,2000,40,17.93918052,5,干扰645,1,2000,39.8,0.939180519,0
信号3,6,2000,40,17.93918052,5,干扰646,1,2000,39.8,0.439180519,0.0001
信号3,6,2000,40,17.93918052,5,干扰647,1,2000,39.8,-0.060819481,0
信号3,6,2000,40,17.93918052,5,干扰648,1,2000,39.8,-0.560819481,0
信号3,6,2000,40,17.93918052,5,干扰649,1,2000,39.8,-1.060819481,0
信号3,6,2000,40,17.93918052,5,干扰650,1,2000,39.8,-1.560819481,0
信号3,6,2000,40,17.93918052,5,干扰651,1,2000,39.8,-2.060819481,0
信号3,6,2000,40,17.93918052,5,干扰652,1,2000,39.9,12.93918052,0.3417
信号3,6,2000,40,17.93918052,5,干扰653,1,2000,39.9,12.43918052,0.3101
信号3,6,2000,40,17.93918052,5,干扰654,1,2000,39.9,11.93918052,0.271
信号3,6,2000,40,17.93918052,5,干扰655,1,2000,39.9,11.43918052,0.2458
信号3,6,2000,40,17.93918052,5,干扰656,1,2000,39.9,10.93918052,0.219
信号3,6,2000,40,17.93918052,5,干扰657,1,2000,39.9,10.43918052,0.1847
信号3,6,2000,40,17.93918052,5,干扰658,1,2000,39.9,9.939180519,0.1536
信号3,6,2000,40,17.93918052,5,干扰659,1,2000,39.9,9.439180519,0.1314
信号3,6,2000,40,17.93918052,5,干扰660,1,2000,39.9,8.939180519,0.1079
信号3,6,2000,40,17.93918052,5,干扰661,1,2000,39.9,8.439180519,0.0806
信号3,6,2000,40,17.93918052,5,干扰662,1,2000,39.9,7.939180519,0.0628
信号3,6,2000,40,17.93918052,5,干扰663,1,2000,39.9,7.439180519,0.0525
信号3,6,2000,40,17.93918052,5,干扰664,1,2000,39.9,6.939180519,0.0353
信号3,6,2000,40,17.93918052,5,干扰665,1,2000,39.9,6.439180519,0.0246
信号3,6,2000,40,17.93918052,5,干扰666,1,2000,39.9,5.939180519,0.0188
信号3,6,2000,40,17.93918052,5,干扰667,1,2000,39.9,5.439180519,0.0131
信号3,6,2000,40,17.93918052,5,干扰668,1,2000,39.9,4.939180519,0.0082
信号3,6,2000,40,17.93918052,5,干扰669,1,2000,39.9,4.439180519,0.0041
信号3,6,2000,40,17.93918052,5,干扰670,1,2000,39.9,3.939180519,0.0038
信号3,6,2000,40,17.93918052,5,干扰671,1,2000,39.9,3.439180519,0.0016
信号3,6,2000,40,17.93918052,5,干扰672,1,2000,39.9,2.939180519,0.0011
信号3,6,2000,40,17.93918052,5,干扰673,1,2000,39.9,2.439180519,0.0009
信号3,6,2000,40,17.93918052,5,干扰674,1,2000,39.9,1.939180519,0.0006
信号3,6,2000,40,17.93918052,5,干扰675,1,2000,39.9,1.439180519,0
信号3,6,2000,40,17.93918052,5,干扰676,1,2000,39.9,0.939180519,0
信号3,6,2000,40,17.93918052,5,干扰677,1,2000,39.9,0.439180519,0
信号3,6,2000,40,17.93918052,5,干扰678,1,2000,39.9,-0.060819481,0.0001
信号3,6,2000,40,17.93918052,5,干扰679,1,2000,39.9,-0.560819481,0
信号3,6,2000,40,17.93918052,5,干扰680,1,2000,39.9,-1.060819481,0
信号3,6,2000,40,17.93918052,5,干扰681,1,2000,39.9,-1.560819481,0
信号3,6,2000,40,17.93918052,5,干扰682,1,2000,39.9,-2.060819481,0
信号3,6,2000,40,17.93918052,5,干扰683,1,2000,40,12.93918052,0.3382
信号3,6,2000,40,17.93918052,5,干扰684,1,2000,40,12.43918052,0.3121
信号3,6,2000,40,17.93918052,5,干扰685,1,2000,40,11.93918052,0.2728
信号3,6,2000,40,17.93918052,5,干扰686,1,2000,40,11.43918052,0.2417
